Institution Name Primary,Identification Number Primary,Type,Event Date,Event Type,Institution Name (Secondary),Identification Number (Secondary)
Ithaca Savings & Loan Association,8200070,Former Savings and Loan,19991231,Name Change To,HSBC Bank USA,
Ithaca Savings & Loan Association,8200070,Former Savings and Loan,19991231,Merge To State,Republic Bank of New York,170040
Ithaca Savings & Loan Association,8200070,Former Savings and Loan,19990329,Name Change To,HSBC Bank USA,
Ithaca Savings & Loan Association,8200070,Former Savings and Loan,19970301,Merge To State,Marine Midland Bank,5800183
Ithaca Savings & Loan Association,8200070,Former Savings and Loan,19750630,Merge To Federal,First Federal S & L Association of Rochester,5800081
Ithaca Savings & Loan Association,8200070,Former Savings and Loan,19150517,NYS Chartered,Ithaca Savings & Loan,
Ithaca Trust Company,120003,Trust Company,20010501,Name Change To,Tompkins Trust Company,
Ithaca Trust Company,120003,Trust Company,19960913,Purchase Branches,First National Bank of Rochester,5800216
Ithaca Trust Company,120003,Trust Company,19360721,Acquire By Merger,First National Bank of Trumansburg N.Y.,153
Ithaca Trust Company,120003,Trust Company,19350528,Acquire By Merger,Tompkins County National Bank,152
Ithaca Trust Company,120003,Trust Company,19350528,Name Change To,Tompkins County Trust Company,
Ithaca Trust Company,120003,Trust Company,18910918,NYS Chartered,Ithaca Trust Company,
ITOA Credit Union,8300136,Former Credit Union,19560716,Liquidated,,
ITOA Credit Union,8300136,Former Credit Union,19430925,NYS Chartered,ITOA Credit Union,
"Iyo Bank, Ltd., The",2270148,Foreign Representative Offices,19980917,Branch To Rep Off,,
"Iyo Bank, Ltd., The",2270148,Foreign Representative Offices,19881213,Licensed,"Iyo Bank, Ltd., The",
Jack Frost Credit Union,8300143,Former Credit Union,19610410,Liquidated,,
Jack Frost Credit Union,8300143,Former Credit Union,19401219,NYS Chartered,Jack Frost Credit Union,
Jackson Heights Savings & Loan Association,8200071,Former Savings and Loan,19820630,Convert Federal,State Savings F.A.,
Jackson Heights Savings & Loan Association,8200071,Former Savings and Loan,19800701,Acquire By Merger,Savings & Loan Association of Newburgh,8200247
Jackson Heights Savings & Loan Association,8200071,Former Savings and Loan,19750701,Name Change To,State Savings & Loan Assoc of Jackson Heights,
Jackson Heights Savings & Loan Association,8200071,Former Savings and Loan,19380000,Name Change To,Jackson Heights Savings & Loan Association,
Jackson Heights Savings & Loan Association,8200071,Former Savings and Loan,18880101,NYS Chartered,Bedford Co-operative Building-Loan Association,
Jamaica National Bank of New York,8500006,Former Bank/Trust Company,20040630,Convert Federal,HSBC Bank USA,
Jamaica National Bank of New York,8500006,Former Bank/Trust Company,19991231,Name Change To,HSBC Bank USA,
Jamaica National Bank of New York,8500006,Former Bank/Trust Company,19991231,Merge To State,Republic Bank of New York,170040
Jamaica National Bank of New York,8500006,Former Bank/Trust Company,19990329,Name Change To,HSBC Bank USA,
Jamaica National Bank of New York,8500006,Former Bank/Trust Company,19931231,Convert State,Marine Midland Bank,5800183
Jamaica National Bank of New York,8500006,Former Bank/Trust Company,19800201,Convert Federal,"Marine Midland Bank, N.A.",8500023
Jamaica National Bank of New York,8500006,Former Bank/Trust Company,19760101,Merge To State,Marine Midland Bank (12/75-2/80),170046
Jamaica National Bank of New York,8500006,Former Bank/Trust Company,19700101,Name Change To,Marine Midland Bank - New York,
Jamaica National Bank of New York,8500006,Former Bank/Trust Company,19650801,Name Change To,Marine Midland Grace Trust Company of New York,
Jamaica National Bank of New York,8500006,Former Bank/Trust Company,19550801,Merge To State,Marine Midland Trust Company of New York,5000013
Jamaica National Bank of New York,8500006,Former Bank/Trust Company,19240000,Established,Jamaica National Bank of New York,
Jamaica Postal Credit Union,461001,Credit Unions,20050708,Liquidated,,
Jamaica Postal Credit Union,461001,Credit Unions,19310205,NYS Chartered,Jamaica Postal Credit Union,
Jamaica Savings Bank,8100065,Former Savings Bank,19830630,Convert Federal,"Jamaica Savings Bank, FSB",
Jamaica Savings Bank,8100065,Former Savings Bank,19570328,Acquire By Merger,Rockaway Savings Bank,8100153
Jamaica Savings Bank,8100065,Former Savings Bank,19370123,Acquire By Merger,Savings Bank of Central Queens,8100159
Jamaica Savings Bank,8100065,Former Savings Bank,19341128,Acquire By Merger,Queensboro Savings Bank,8100158
Jamaica Savings Bank,8100065,Former Savings Bank,18660420,NYS Chartered,Jamaica Savings Bank,
Jamestown Metal Employees Credit Union,461002,Credit Unions,19941230,Closed,,
Jamestown Metal Employees Credit Union,461002,Credit Unions,19540219,Name Change To,Jamestown Metal Employees Credit Union,
Jamestown Metal Employees Credit Union,461002,Credit Unions,19400930,NYS Chartered,Lodge 1558 I. A. of M. Credit Union,
Jamestown Municipal Credit Union,461003,Credit Unions,19930901,Convert Federal,Jamestown Teachers Federal Credit Union,
Jamestown Municipal Credit Union,461003,Credit Unions,19410711,NYS Chartered,Jamestown Municipal Credit Union,
Jamestown Post Office Employees' Credit Union,461004,Credit Unions,19281130,NYS Chartered,Jamestown Post Office Employees' Credit Union,
Jamestown Savings and Loan Association,174,Savings Banks,19910531,Liquidated,,
Jamestown Savings and Loan Association,174,Savings Banks,19910531,Assets Sold To,"Key Bank of Western New York, N.A.",8500140
Jamestown Savings and Loan Association,174,Savings Banks,19910531,Assets Sold To,"East New York Savings Bank, The",205001
Jamestown Savings and Loan Association,174,Savings Banks,19910531,Assets Sold To,Manufacturers Hanover Trust Company,113004
Jamestown Savings and Loan Association,174,Savings Banks,19910531,Assets Sold To,Manufacturers and Traders Trust Company,113003
Jamestown Savings and Loan Association,174,Savings Banks,19870819,Name Change To,Goldome,
Jamestown Savings and Loan Association,174,Savings Banks,19870819,Convert State,,
Jamestown Savings and Loan Association,174,Savings Banks,19830926,Convert Federal,,
Jamestown Savings and Loan Association,174,Savings Banks,19830926,Name Change To,"Goldome, FSB",
Jamestown Savings and Loan Association,174,Savings Banks,19821101,Name Change To,Goldome Bank For Savings,
Jamestown Savings and Loan Association,174,Savings Banks,19810331,Merge To State,Buffalo Savings Bank,207008
Jamestown Savings and Loan Association,174,Savings Banks,19590814,Acquire By Merger,Westfield Savings & Loan Association,8200344
Jamestown Savings and Loan Association,174,Savings Banks,19590515,Acquire By Merger,Silver Creek Savings & Loan Association,8200150
Jamestown Savings and Loan Association,174,Savings Banks,19230320,NYS Chartered,Jamestown Savings and Loan Association,
Jamestown Savings Bank,270023,Savings Banks,20050520,Merge Other State,Northwest Savings Bank,3900379
Jamestown Savings Bank,270023,Savings Banks,19951108,NYS Chartered,Jamestown Savings Bank,
Jamestown Teachers Federal Credit Union,461003,Credit Unions,19930901,Convert Federal,Jamestown Teachers Federal Credit Union,
Jamestown Teachers Federal Credit Union,461003,Credit Unions,19410711,NYS Chartered,Jamestown Municipal Credit Union,
Japanese Credit Union of New York,8300294,Former Credit Union,19240000,Closed,,
Japanese Credit Union of New York,8300294,Former Credit Union,19180524,NYS Chartered,Japanese Credit Union of New York,
Jay/Williamsburgh Credit Union,461005,Credit Unions,19930901,Liquidated,,
Jay/Williamsburgh Credit Union,461005,Credit Unions,19780717,Name Change To,Jay/Williamsburgh Credit Union,
Jay/Williamsburgh Credit Union,461005,Credit Unions,19220401,NYS Chartered,Williamsburgh Credit Union,
J.B. Lyon Company Credit Union,8300289,Former Credit Union,19760201,Liquidated,,
J.B. Lyon Company Credit Union,8300289,Former Credit Union,19420000,Name Change To,Williams Press Employees' Credit Union,
J.B. Lyon Company Credit Union,8300289,Former Credit Union,19310330,NYS Chartered,J.B. Lyon Company Credit Union,
Jeff Bank,5000164,Bank,20121221,NYS Chartered,Jeff Bank,
Jeff Bank,5000164,Bank,20121221,Conversion Of,The First National Bank of Jeffersonville,
Jefferson County Savings Bank,206,Savings Banks,19970918,Merge To Federal,"Charter One Bank, FSB",
Jefferson County Savings Bank,206,Savings Banks,19960418,Name Change To,Rochester Community Savings Bank,
Jefferson County Savings Bank,206,Savings Banks,19830630,Name Change To,"Rochester Community Savings Bank, The",
Jefferson County Savings Bank,206,Savings Banks,19730205,Name Change To,"Community Savings Bank, The",
Jefferson County Savings Bank,206,Savings Banks,19730205,Merge To State,"Community Savings Bank of Rochester, The",5801006
Jefferson County Savings Bank,206,Savings Banks,19720301,Name Change To,Jefferson Savings Bank,
Jefferson County Savings Bank,206,Savings Banks,18590405,NYS Chartered,Jefferson County Savings Bank,
Jefferson National Bank,8500083,Former Bank/Trust Company,19720630,Acquire By Merger,"Waddington Bank, The",8000231
Jefferson National Bank,8500083,Former Bank/Trust Company,19720630,Acquire By Merger,Bank of Philadelphia,8000252
Jefferson National Bank,8500083,Former Bank/Trust Company,19290000,Established,Jefferson National Bank,
Jefferson Savings Bank,206,Savings Banks,19970918,Merge To Federal,"Charter One Bank, FSB",
Jefferson Savings Bank,206,Savings Banks,19960418,Name Change To,Rochester Community Savings Bank,
Jefferson Savings Bank,206,Savings Banks,19830630,Name Change To,"Rochester Community Savings Bank, The",
Jefferson Savings Bank,206,Savings Banks,19730205,Name Change To,"Community Savings Bank, The",
Jefferson Savings Bank,206,Savings Banks,19730205,Merge To State,"Community Savings Bank of Rochester, The",5801006
Jefferson Savings Bank,206,Savings Banks,19720301,Name Change To,Jefferson Savings Bank,
Jefferson Savings Bank,206,Savings Banks,18590405,NYS Chartered,Jefferson County Savings Bank,
Jefferson Savings & Loan Association,8200072,Former Savings and Loan,20040630,Convert Federal,HSBC Bank USA,
Jefferson Savings & Loan Association,8200072,Former Savings and Loan,19991231,Merge To State,Republic Bank of New York,170040
Jefferson Savings & Loan Association,8200072,Former Savings and Loan,19991231,Name Change To,HSBC Bank USA,
Jefferson Savings & Loan Association,8200072,Former Savings and Loan,19990329,Name Change To,HSBC Bank USA,
Jefferson Savings & Loan Association,8200072,Former Savings and Loan,19970301,Merge To State,Marine Midland Bank,5800183
Jefferson Savings & Loan Association,8200072,Former Savings and Loan,19731231,Merge To Federal,First Federal Savings & Loan Assoc. of Rochester,5800081
Jefferson Savings & Loan Association,8200072,Former Savings and Loan,19660701,Merge To State,Homestead Savings & Loan Association (Buffalo),8200063
Jefferson Savings & Loan Association,8200072,Former Savings and Loan,19150527,NYS Chartered,Jefferson Savings & Loan Association,
Jeff-Lewis Savings & Loan Association,8200073,Former Savings and Loan,19810410,Convert Federal,Jeff-Lewis Federal Savings & Loan Association,
Jeff-Lewis Savings & Loan Association,8200073,Former Savings and Loan,19700501,Name Change To,Jeff-Lewis Savings & Loan Association,
Jeff-Lewis Savings & Loan Association,8200073,Former Savings and Loan,18871219,NYS Chartered,Savings & Loan Association of Watertown,
Jewelers Acceptance Corporation,719002,Investment Company (Article XII),20151211,Closed,,
Jewelers Acceptance Corporation,719002,Investment Company (Article XII),19720710,Name Change To,Sterling Banking Corporation,
Jewelers Acceptance Corporation,719002,Investment Company (Article XII),19601219,Name Change To,SFC Acceptance Corporation,
Jewelers Acceptance Corporation,719002,Investment Company (Article XII),19510830,NYS Chartered,Jewelers Acceptance Corporation,
Jewish Farmers Co-Op CU of Rensselaer County,8300308,Former Credit Union,19300000,Closed,,
Jewish Farmers Co-Op CU of Rensselaer County,8300308,Former Credit Union,19160000,NYS Chartered,Jewish Farmers Co-Op CU of Rensselaer County,
Jewish National Workers Alliance Federal CU,8300204,Former Credit Union,19870515,Convert Federal,Jewish National Workers Alliance Federal CU,
Jewish National Workers Alliance Federal CU,8300204,Former Credit Union,19350430,NYS Chartered,Roumbespod Credit Union,
Jewish Workers Alliance Credit Union,8300279,Former Credit Union,19350000,Liquidated,,
Jewish Workers Alliance Credit Union,8300279,Former Credit Union,19230730,NYS Chartered,Jewish Workers Alliance Credit Union,
J. Henry Schroder Banking Corporation,109009,Trust Company,20021112,Merge To State,Mizuho Corporate Bank (USA),170020
J. Henry Schroder Banking Corporation,109009,Trust Company,20020331,Merge To State,"Industrial Bank of Japan Trust Company, The",170023
J. Henry Schroder Banking Corporation,109009,Trust Company,19990104,Name Change To,IBJ Whitehall Bank & Trust Company,
J. Henry Schroder Banking Corporation,109009,Trust Company,19930219,Acquire By Merger,IBJ Schroder Banking Corporation,
J. Henry Schroder Banking Corporation,109009,Trust Company,19861222,Name Change To,IBJ Schroder Bank & Trust Company,
J. Henry Schroder Banking Corporation,109009,Trust Company,19780101,Acquire By Merger,J. Henry Schroder Banking Corporation,
J. Henry Schroder Banking Corporation,109009,Trust Company,19780101,Name Change To,J. Henry Schroder Bank & Trust Company,
J. Henry Schroder Banking Corporation,109009,Trust Company,19370213,Name Change To,Schroder Trust Company,
J. Henry Schroder Banking Corporation,109009,Trust Company,19290424,NYS Chartered,J. Henry Schroder Trust Company,
J. Henry Schroder Bank & Trust Company,109009,Trust Company,20021112,Merge To State,Mizuho Corporate Bank (USA),170020
J. Henry Schroder Bank & Trust Company,109009,Trust Company,20020331,Merge To State,"Industrial Bank of Japan Trust Company, The",170023
J. Henry Schroder Bank & Trust Company,109009,Trust Company,19990104,Name Change To,IBJ Whitehall Bank & Trust Company,
J. Henry Schroder Bank & Trust Company,109009,Trust Company,19930219,Acquire By Merger,IBJ Schroder Banking Corporation,
J. Henry Schroder Bank & Trust Company,109009,Trust Company,19861222,Name Change To,IBJ Schroder Bank & Trust Company,
J. Henry Schroder Bank & Trust Company,109009,Trust Company,19780101,Name Change To,J. Henry Schroder Bank & Trust Company,
J. Henry Schroder Bank & Trust Company,109009,Trust Company,19780101,Acquire By Merger,J. Henry Schroder Banking Corporation,
J. Henry Schroder Bank & Trust Company,109009,Trust Company,19370213,Name Change To,Schroder Trust Company,
J. Henry Schroder Bank & Trust Company,109009,Trust Company,19290424,NYS Chartered,J. Henry Schroder Trust Company,
J. Henry Schroder Trust Company,109009,Trust Company,20021112,Merge To State,Mizuho Corporate Bank (USA),170020
J. Henry Schroder Trust Company,109009,Trust Company,20020331,Merge To State,"Industrial Bank of Japan Trust Company, The",170023
J. Henry Schroder Trust Company,109009,Trust Company,19990104,Name Change To,IBJ Whitehall Bank & Trust Company,
J. Henry Schroder Trust Company,109009,Trust Company,19930219,Acquire By Merger,IBJ Schroder Banking Corporation,
J. Henry Schroder Trust Company,109009,Trust Company,19861222,Name Change To,IBJ Schroder Bank & Trust Company,
J. Henry Schroder Trust Company,109009,Trust Company,19780101,Name Change To,J. Henry Schroder Bank & Trust Company,
J. Henry Schroder Trust Company,109009,Trust Company,19780101,Acquire By Merger,J. Henry Schroder Banking Corporation,
J. Henry Schroder Trust Company,109009,Trust Company,19370213,Name Change To,Schroder Trust Company,
J. Henry Schroder Trust Company,109009,Trust Company,19290424,NYS Chartered,J. Henry Schroder Trust Company,
John Nemeth State Bank,8000434,Former Bank/Trust Company,19310630,Closed,,
John Nemeth State Bank,8000434,Former Bank/Trust Company,19210000,Name Change To,American Union Bank,
John Nemeth State Bank,8000434,Former Bank/Trust Company,19191101,Name Change To,Nemeth State Bank,
John Nemeth State Bank,8000434,Former Bank/Trust Company,19170000,Established,John Nemeth State Bank,
"Johnstown Bank, The",8000134,Former Bank/Trust Company,19941205,Liquidated,,
"Johnstown Bank, The",8000134,Former Bank/Trust Company,19930826,Assets Sold To,Key Bank of New York,114041
"Johnstown Bank, The",8000134,Former Bank/Trust Company,19841001,Merge To State,First American Bank of New York,106043
"Johnstown Bank, The",8000134,Former Bank/Trust Company,19710101,Name Change To,"Bankers Trust Company of Albany, N.A.",
"Johnstown Bank, The",8000134,Former Bank/Trust Company,19691001,Convert Federal,"First Trust Company of Albany, N.A.",
"Johnstown Bank, The",8000134,Former Bank/Trust Company,19610501,Merge To State,First Trust Company of Albany,170006
"Johnstown Bank, The",8000134,Former Bank/Trust Company,18790000,Established,"Johnstown Bank, The",
Johnstown Savings & Loan Association,8200074,Former Savings and Loan,19820630,Convert Federal,"Albany Savings Bank, FSB",
Johnstown Savings & Loan Association,8200074,Former Savings and Loan,19701231,Merge To State,Albany Savings Bank,8100002
Johnstown Savings & Loan Association,8200074,Former Savings and Loan,19240318,NYS Chartered,Johnstown Savings & Loan Association,
"Joyo Bank, Ltd., The",510001,Foreign Branches,20020912,Closed,,
"Joyo Bank, Ltd., The",510001,Foreign Branches,19881213,Licensed,"Joyo Bank, Ltd., The",
J.P. Danielson Employees Credit Union,8300413,Former Credit Union,19860303,Terminated,,
J.P. Danielson Employees Credit Union,8300413,Former Credit Union,19590000,Name Change To,Proto Tool Employees Credit Union,
J.P. Danielson Employees Credit Union,8300413,Former Credit Union,19530000,Name Change To,Plomb Tool Employees Credit Union,
J.P. Danielson Employees Credit Union,8300413,Former Credit Union,19410714,NYS Chartered,J.P. Danielson Employees Credit Union,
JPMorgan Chase Bank,103011,Trust Company,20041113,Convert Federal,"JPMorgan Chase Bank, National Association",
JPMorgan Chase Bank,103011,Trust Company,20011110,Name Change To,JPMorgan Chase Bank,
JPMorgan Chase Bank,103011,Trust Company,20011110,Acquire By Merger,Morgan Guaranty Trust Company of New York,113026
JPMorgan Chase Bank,103011,Trust Company,20010714,Acquire By Merger,"Chase Bank of Texas - San Angelo, National Association",5000056
JPMorgan Chase Bank,103011,Trust Company,20000801,Acquire By Merger,"Chase Bank of Texas, National Association",5801053
JPMorgan Chase Bank,103011,Trust Company,19990305,Acquire By Merger,Texas Commerce Trust Company of New York,120006
JPMorgan Chase Bank,103011,Trust Company,19981001,Acquire By Merger,Morgan Stanley Trust Company,113061
JPMorgan Chase Bank,103011,Trust Company,19961201,Acquire By Merger,"Chase Manhattan Bank, National Association",170067
JPMorgan Chase Bank,103011,Trust Company,19960714,Acquire By Merger,"Chase Manhattan Bank, N.A., The",5800033
JPMorgan Chase Bank,103011,Trust Company,19960714,Name Change To,"Chase Manhattan Bank, The",
JPMorgan Chase Bank,103011,Trust Company,19920619,Acquire By Merger,Manufacturers Hanover Trust Company,113004
JPMorgan Chase Bank,103011,Trust Company,19920306,Acquire By Merger,Chemical Bank Delaware,219
JPMorgan Chase Bank,103011,Trust Company,19780929,Acquire By Merger,Chemical Bank of Rochester,80
JPMorgan Chase Bank,103011,Trust Company,19780929,Acquire By Merger,Chemical Bank of Binghamton,77
JPMorgan Chase Bank,103011,Trust Company,19780929,Acquire By Merger,Chemical Bank of Syracuse,81
JPMorgan Chase Bank,103011,Trust Company,19780929,Acquire By Merger,"Chemical Bank - Eastern, N.A.",79
JPMorgan Chase Bank,103011,Trust Company,19780929,Acquire By Merger,Chemical Bank Buffalo,78
JPMorgan Chase Bank,103011,Trust Company,19770331,Acquire By Merger,Chemical Bank Hudson Valley N.A.,76
JPMorgan Chase Bank,103011,Trust Company,19751110,Acquire By Merger,"Chemical Bank of Suffolk, N.A.",75
JPMorgan Chase Bank,103011,Trust Company,19750119,Acquire By Merger,Security National Bank,74
JPMorgan Chase Bank,103011,Trust Company,19690217,Name Change To,Chemical Bank,
JPMorgan Chase Bank,103011,Trust Company,19640225,Acquire By Merger,Bensonhurst National Bank of Brooklyn in New York,8000009
JPMorgan Chase Bank,103011,Trust Company,19640201,Acquire By Merger,First National Bank of Mount Vernon,8500095
JPMorgan Chase Bank,103011,Trust Company,19630601,Acquire By Merger,Bank of Rockville Centre Trust Company,8000200
JPMorgan Chase Bank,103011,Trust Company,19590901,Acquire By Merger,"New York Trust Company, The",8000031
JPMorgan Chase Bank,103011,Trust Company,19590901,Name Change To,Chemical Bank New York Trust Company,
JPMorgan Chase Bank,103011,Trust Company,19541015,Acquire By Merger,Corn Exchange Bank Trust Company,8000017
JPMorgan Chase Bank,103011,Trust Company,19541015,Name Change To,Chemical Corn Exchange Bank,
JPMorgan Chase Bank,103011,Trust Company,19510301,Acquire By Merger,National Safety Bank & Trust Company of New York,8500009
JPMorgan Chase Bank,103011,Trust Company,19480401,Acquire By Merger,Continental Bank & Trust Company of New York,8000016
JPMorgan Chase Bank,103011,Trust Company,19290601,Acquire By Merger,United States Mortgage and Trust Company,8000335
JPMorgan Chase Bank,103011,Trust Company,19290501,Succeeded By,Chemical Bank and Trust Company,
JPMorgan Chase Bank,103011,Trust Company,19200501,Acquire By Merger,Citizens National Bank of New York,8000333
JPMorgan Chase Bank,103011,Trust Company,18650000,Converted To,Chemical National Bank of New York,
JPMorgan Chase Bank,103011,Trust Company,18230000,Succeeded By,"Chemical Bank, The (1823-1865)",
JPMorgan Chase Bank,103011,Trust Company,18230000,Established,New-York Chemical Manufacturing Company,
"J. P. Morgan & Co., Incorporated (1940-1959)",145,Trust Company,20041113,Convert Federal,"JPMorgan Chase Bank, National Association",
"J. P. Morgan & Co., Incorporated (1940-1959)",145,Trust Company,20011110,Merge To State,JPMorgan Chase Bank,103011
"J. P. Morgan & Co., Incorporated (1940-1959)",145,Trust Company,19590424,Name Change To,Morgan Guaranty Trust Company of New York,
"J. P. Morgan & Co., Incorporated (1940-1959)",145,Trust Company,19590424,Merge To State,Guaranty Trust Company of New York,113026
"J. P. Morgan & Co., Incorporated (1940-1959)",145,Trust Company,19400329,NYS Chartered,"J. P. Morgan & Co., Incorporated",
J.P. Morgan Delaware,8500170,Former Bank/Trust Company,20041113,Convert Federal,"JPMorgan Chase Bank, National Association",
J.P. Morgan Delaware,8500170,Former Bank/Trust Company,20011110,Merge To State,JPMorgan Chase Bank,103011
J.P. Morgan Delaware,8500170,Former Bank/Trust Company,19960601,Merge To State,Morgan Guaranty Trust Company of New York,113026
Jugobanka - United Bank,610001,Foreign Agencies,19800606,Licensed,Jugobanka - United Bank,
"Juroku Bank, Ltd., The",510002,Foreign Branches,19991220,Closed,,
"Juroku Bank, Ltd., The",510002,Foreign Branches,19900301,Licensed,"Juroku Bank, Ltd., The",
J & W Seligman Trust Company,110003,Trust Company,19950824,Merge To State,United States Trust Company of New York,121009
J & W Seligman Trust Company,110003,Trust Company,19950428,Name Change To,JWS Trust Company,
J & W Seligman Trust Company,110003,Trust Company,19830609,Convert State,J & W Seligman Trust Company,
J & W Seligman Trust Company,110003,Trust Company,19830000,Established,"J & W Seligman Trust Company, N.A.",
"J & W Seligman Trust Company, N.A.",110003,Trust Company,19950824,Merge To State,United States Trust Company of New York,121009
"J & W Seligman Trust Company, N.A.",110003,Trust Company,19950428,Name Change To,JWS Trust Company,
"J & W Seligman Trust Company, N.A.",110003,Trust Company,19830609,Convert State,J & W Seligman Trust Company,
"J & W Seligman Trust Company, N.A.",110003,Trust Company,19830000,Established,"J & W Seligman Trust Company, N.A.",
JWS Trust Company,110003,Trust Company,19950824,Merge To State,United States Trust Company of New York,121009
JWS Trust Company,110003,Trust Company,19950428,Name Change To,JWS Trust Company,
JWS Trust Company,110003,Trust Company,19830609,Convert State,J & W Seligman Trust Company,
JWS Trust Company,110003,Trust Company,19830000,Established,"J & W Seligman Trust Company, N.A.",
Kansallis-Osake-Pankki,511008,Foreign Branches,20170210,Closed,,
Kansallis-Osake-Pankki,511008,Foreign Branches,20011221,Name Change To,Nordea Bank Finland Plc,
Kansallis-Osake-Pankki,511008,Foreign Branches,20011001,Merge To State,Merita Bank Plc,570324
Kansallis-Osake-Pankki,511008,Foreign Branches,19950608,Merge To State,Merita Bank Ltd.,516010
Kansallis-Osake-Pankki,511008,Foreign Branches,19851028,Licensed,Kansallis-Osake-Pankki,
Kasa Savings & Loan Association,8200172,Former Savings and Loan,19910531,Assets Sold To,Manufacturers Hanover Trust Company,113004
Kasa Savings & Loan Association,8200172,Former Savings and Loan,19910531,Assets Sold To,"Key Bank of Western New York, N.A.",8500140
Kasa Savings & Loan Association,8200172,Former Savings and Loan,19910531,Liquidated,,
Kasa Savings & Loan Association,8200172,Former Savings and Loan,19910531,Assets Sold To,Manufacturers and Traders Trust Company,113003
Kasa Savings & Loan Association,8200172,Former Savings and Loan,19910531,Assets Sold To,"East New York Savings Bank, The",205001
Kasa Savings & Loan Association,8200172,Former Savings and Loan,19870819,Convert State,,
Kasa Savings & Loan Association,8200172,Former Savings and Loan,19870819,Name Change To,Goldome,
Kasa Savings & Loan Association,8200172,Former Savings and Loan,19830926,Convert Federal,,
Kasa Savings & Loan Association,8200172,Former Savings and Loan,19830926,Name Change To,"Goldome, FSB",
Kasa Savings & Loan Association,8200172,Former Savings and Loan,19821101,Name Change To,Goldome Bank For Savings,
Kasa Savings & Loan Association,8200172,Former Savings and Loan,19800302,Merge To State,Buffalo Savings Bank,207008
Kasa Savings & Loan Association,8200172,Former Savings and Loan,19550714,Name Change To,Fillmore Savings & Loan Association,
Kasa Savings & Loan Association,8200172,Former Savings and Loan,19300000,Name Change To,Kasa Savings and Loan Association,
Kasa Savings & Loan Association,8200172,Former Savings and Loan,19090329,NYS Chartered,Polish Co-Operative Savings & Loan Assocaiation,
KBC Bank N.V.,570316,Foreign Branches,19980604,Licensed,KBC Bank N.V.,
KEB Hana Bank,570390,Foreign Agencies,20150901,Acquire By Merger,Hana Bank,602030
KEB Hana Bank,570390,Foreign Agencies,20150831,NYS Chartered,KEB Hana Bank,
"Kelley, Drayton & Company Credit Union",8300335,Former Credit Union,19210000,Closed,,
"Kelley, Drayton & Company Credit Union",8300335,Former Credit Union,19200311,NYS Chartered,"Kelley, Drayton & Company Credit Union",
Kenmore Savings and Loan Association,8200168,Former Savings and Loan,19820801,Convert Federal,Niagara First Federal Savings & Loan Assoc,
Kenmore Savings and Loan Association,8200168,Former Savings and Loan,19750701,Name Change To,Niagara First Savings & Loan Association,
Kenmore Savings and Loan Association,8200168,Former Savings and Loan,19750701,Merge To State,Niagara Savings & Loan Association of Tonawanda,8200087
Kenmore Savings and Loan Association,8200168,Former Savings and Loan,19750701,Converted To,Kenmore Savings & Loan Association,
Kenmore Savings and Loan Association,8200168,Former Savings and Loan,19350912,Convert Federal,First Federal Savings & Loan Assoc of Kenmore,
Kenmore Savings and Loan Association,8200168,Former Savings and Loan,19161115,NYS Chartered,Kenmore Savings and Loan Association,
Kensington Bank,8000432,Former Bank/Trust Company,19300924,Liquidated,,
Kensington Bank,8000432,Former Bank/Trust Company,19290501,Merge To State,"Bank of United States, The",8000418
Kensington Bank,8000432,Former Bank/Trust Company,19280801,Bank To Trust Co.,Municipal Bank and Trust Company,
Kensington Bank,8000432,Former Bank/Trust Company,19271001,Merge To State,Municipal Bank,8000431
Kensington Bank,8000432,Former Bank/Trust Company,19240000,Established,Kensington Bank,
Kensington Savings & Loan Association,8200287,Former Savings and Loan,19931230,Liquidated,,
Kensington Savings & Loan Association,8200287,Former Savings and Loan,19900713,Assets Sold To,"Key Bank of Western New York, N.A.",8500140
Kensington Savings & Loan Association,8200287,Former Savings and Loan,19771231,S&L To Saving Bnk,Permanent Savings Bank,216005
Kensington Savings & Loan Association,8200287,Former Savings and Loan,19730101,Merge To State,Niagara Permanent Savings & Loan Associa,8300257
Kensington Savings & Loan Association,8200287,Former Savings and Loan,19210126,NYS Chartered,Kensington Savings & Loan Association,
"Kerhonkson National Bank, The",8500082,Former Bank/Trust Company,19970113,Convert Federal,"Key Bank, National Association",5801003
"Kerhonkson National Bank, The",8500082,Former Bank/Trust Company,19930826,Name Change To,Key Bank of New York,
"Kerhonkson National Bank, The",8500082,Former Bank/Trust Company,19930826,Merge To State,NSA Bank,114041
"Kerhonkson National Bank, The",8500082,Former Bank/Trust Company,19920616,Convert State,Key Bank of New York (6/92-8/93),
"Kerhonkson National Bank, The",8500082,Former Bank/Trust Company,19910601,Name Change To,"Key Bank of New York, N.A.",
"Kerhonkson National Bank, The",8500082,Former Bank/Trust Company,19891101,Merge To Federal,Key Bank N.A.,170007
"Kerhonkson National Bank, The",8500082,Former Bank/Trust Company,19891101,Name Change To,"Key Bank of Eastern New York, N.A.",
"Kerhonkson National Bank, The",8500082,Former Bank/Trust Company,19811231,Merge To Federal,"Key Bank of Southeastern New York, N.A.",8500039
"Kerhonkson National Bank, The",8500082,Former Bank/Trust Company,19681201,Merge To State,Kingston Trust Company,8000137
"Kerhonkson National Bank, The",8500082,Former Bank/Trust Company,19160000,Established,Kerhonkson National Bank,
